Collection_Number,Year of collection,Age,Ocean,Region,Locality,Order,Family,genus,cf. genus,species,subspecies,cf. species,Complete_name,total_length_cm,standard_length_cm,number_of_otoliths,left otolith length mm,right otolith length mm,Author_species,Collector,Compiler
OTO-414-269,2023,Recent,Pacific,Panama,Saboga,Perciformes,Scaridae,Scarus,,ghobban,,,Scarus ghobban ,49.5,40,2,7.14,7.18,"Forsskål, 1775",Phillip Sanchez,Brigida de Gracia
OTO-414-270,2015,Recent,Caribbean,Bocas del Toro,Bahia Kusapín,Perciformes,Scaridae,Scarus,,iseri,,,Scarus iseri ,18.4,,2,,,"Bloch, 1789",Ricardo Taylor,Brigida de Gracia
OTO-414-270,2023,Recent,Pacific,Panama,Saboga,Perciformes,Scaridae,Scarus,,ghobban,,,Scarus ghobban ,36.7,32.5,2,6.12,6.3,"Forsskål, 1775",Phillip Sanchez,Brigida de Gracia
OTO-414-271,2015,Recent,Caribbean,Bocas del Toro,Hospital Point,Perciformes,Scaridae,Scarus,,iseri,,,Scarus iseri ,15,,2,,,"Bloch, 1789",Arcadio Castillo,Brigida de Gracia
OTO-414-271,2023,Recent,Pacific,Panama,Saboga,Perciformes,Scaridae,Scarus,,ghobban,,,Scarus ghobban ,52.6,41.5,2,8.11,7.55,"Forsskål, 1775",Phillip Sanchez,Brigida de Gracia
OTO-414-272,2015,Recent,Caribbean,Bocas del Toro,Hospital Point,Perciformes,Scaridae,Scarus,,iseri,,,Scarus iseri ,11.8,,2,,,"Bloch, 1789",Arcadio Castillo,Brigida de Gracia
OTO-414-273,2015,Recent,Caribbean,Bocas del Toro,Hospital Point,Perciformes,Scaridae,Scarus,,iseri,,,Scarus iseri ,13.9,,2,,,"Bloch, 1789",Michele Pierotti,Brigida de Gracia
OTO-414-274,2015,Recent,Caribbean,Bocas del Toro,Hospital Point,Perciformes,Scaridae,Scarus,,iseri,,,Scarus iseri ,19,,2,,,"Bloch, 1789",Michele Pierotti,Brigida de Gracia
OTO-414-445,2016,Recent,Pacific,Bahía de Panama,,Perciformes,Scaridae,Scarus,,ghobban,,,Scarus ghobban ,36.83,,2,,,"Forsskål, 1775",Ross Robertson,Brigida de Gracia
OTO-414-446,2016,Recent,Pacific,Bahía de Panama,,Perciformes,Scaridae,Scarus,,ghobban,,,Scarus ghobban ,28.25,,2,,,"Forsskål, 1775",Ross Robertson,Brigida de Gracia
